     1388,26034180307000E-01-3,47228630098000E-04,43959245206000E-015,18094750086946E-0
     139-4,61843296917000E-07,33316673250000E-028,83924903858000E-014,67523795034163E-0
     140-4,61503430917000E-0-7,07745989597000E-05,34892697147000E-015,07483868378762E-0
     141-6,72324320109000E-0-3,37621142572000E-06,58780671148000E-015,30291628341036E-0
     142-8,66405784000000E-08,41871131274000E-01-5,39677911043000E-05,02992381859827E-0
     143-4,64052157925000E-0-8,46004107985000E-0-2,62550269470000E-04,94826945811795E-0
     144-7,74682328874000E-06,23607736071000E-011,04788743877000E-014,99013679268341E-0
     145-2,48120151831000E-09,22746033043000E-012,94917189662000E-014,74555690120713E-0
     146-3,46418144590000E-08,80199538165000E-01-3,24412148528000E-05,00892345322993E-0
     147-1,68369456840000E-0-9,82144647687000E-08,39262594380000E-024,59866619088251E-0
     148-1,01774321175000E-06,99254442547000E-01-7,07591133443000E-04,78299964947435E-0
     149-2,22873227820000E-0-6,75427653914000E-0-7,02940259659000E-04,83820784763371E-0
     1506,95190267418000E-015,82772129751000E-014,20817225020000E-015,01897421073940E-0
     1511,03608714472000E-019,33594836317000E-01-3,43024657841000E-04,96123463945361E-0
     152-4,99923033816000E-0-3,24235605569000E-08,03086690427000E-014,58486470334448E-0
     153-8,67041702891000E-0-3,64037869020000E-0-3,40169245181000E-04,99049194289979E-0
     1549,44704277110000E-02-9,80616106672000E-0-1,71660681644000E-04,51240525204482E-0
     155-8,32801789597000E-04,54937853481000E-01-3,15392975055000E-04,95765464568248E-0
     1568,09633091498000E-015,86607743147000E-011,96370270680000E-024,60605088377991E-0
     1571,49818928846000E-012,04662202493000E-019,67299163357000E-015,04961991231016E-0
     1581,93340140868000E-01-9,00813930719000E-0-3,88785097647000E-04,47118704827956E-0
     1599,68300952428000E-01-2,40899151892000E-06,60368393070000E-025,25878406659703E-0
     1606,79209325784000E-01-4,78163764513000E-05,56807063600000E-014,78245701202246E-0
     161-2,53522203644000E-0-9,09744481780000E-0-3,28772672420000E-04,52265872440771E-0
     1629,10085916459000E-01-1,63652065042000E-0-3,80738264783000E-05,26251202946801E-0
     163-3,35316754454000E-0-4,84486863844000E-0-8,07982148903000E-05,30367461519233E-0
     164-8,44890489388000E-0-1,87062811610000E-0-5,01166205419000E-05,01846469755371E-0
     165-7,59650759110000E-0-7,42555601306000E-06,65462610679000E-015,23663882033466E-0
     1662,09342910794000E-016,00432063110000E-017,71788107767000E-015,00959299865597E-0
     1676,63191566076000E-016,32735063391000E-01-3,99779046777000E-04,86938703178788E-0
     1681,42333154151000E-01-7,63388901665000E-06,30062423927000E-014,51061415974276E-0
     1699,67297585447000E-012,26998118521000E-01-1,13169056621000E-04,69635299645246E-0
     170-2,79510777024000E-0-3,60920434008000E-08,89724769714000E-014,96994183537333E-0
     1716,98603550264000E-016,90971837951000E-011,85771361402000E-015,15333956031156E-0
     1723,87537165809000E-01-7,35279312420000E-0-9,18917073758000E-04,87342215109029E-0
     173-3,94014387961000E-0-9,10030322678000E-01,28831183677000E-014,98954769715403E-0
     1744,72852791514000E-01-8,70740742224000E-01,34984433879000E-015,51577976491888E-0
     1753,99460806361000E-013,02058013454000E-01-8,65558791007000E-04,91293856012244E-0
     176-4,00768624083000E-04,42563699424000E-018,02198156258000E-014,63145939430096E-0
     177-9,14868623103000E-03,98904338595000E-016,23757253390000E-024,98972672219275E-0
     1789,17936994254000E-013,90827016780000E-016,81609678300000E-025,13667931472299E-0
     179-4,10861855149000E-0-5,16663770608000E-07,51166482296000E-015,21017720727525E-0
     1805,03246294685000E-016,70238691440000E-015,45456930822000E-015,05238087293037E-0
     181-1,33857181540000E-09,60913494933000E-012,76525003943000E-015,18387699002050E-0
     1829,98415303822000E-01-2,77308694300000E-0-5,62066818290000E-05,28170192024630E-0
     183-8,88113811849000E-02,46198582411000E-01-3,88123840058000E-04,67492428261599E-0
     184-3,95265275664000E-04,69403853409000E-01-7,89572912567000E-04,65068615960809E-0
     185-5,72009344918000E-04,97377865473000E-016,52242721895000E-015,14223801409539E-0
     186-5,84374093920000E-08,01556198419000E-011,26548722360000E-014,70097635748605E-0
     1874,48341349618000E-01-8,26597914231000E-0-3,40185129615000E-04,76772312961569E-0
     188-8,37791509310000E-04,74562306056000E-012,69992601006000E-014,79003419232838E-0
     189-7,48377807257000E-04,14813689467000E-01-5,17552181559000E-04,93000395178439E-0
     1908,10403801089000E-01-3,40760192703000E-0-4,76579657821000E-04,42947176432778E-0
     191-2,68395993612000E-03,03675071615000E-01-9,14190921795000E-04,80349707688846E-0
     1927,50097022350000E-016,33101010728000E-01-1,91148024516000E-05,06903478187697E-0
     1937,90582001553000E-013,80581732754000E-014,79726634151000E-015,08917875385907E-0
     194-4,25724210280000E-0-3,91300437633000E-09,19277736310000E-015,06628341770003E-0
     1957,95390478252000E-012,62085746399000E-01-5,46502560507000E-04,87073699936132E-0
     1964,35280656305000E-01-2,82819702140000E-08,99850476695000E-014,64879504169252E-0
     1971,82019600101000E-01-4,21437671921000E-08,88402585467000E-014,65318082008670E-0
     198-9,46627650121000E-0-1,43339753976000E-0-2,88703666337000E-04,72910039271709E-0
     199-3,53908018939000E-0-7,91872557139000E-0-4,97681592367000E-05,52109071404053E-0
     200-6,30509831321000E-03,50777968029000E-01-6,92395963126000E-04,71851896856674E-0
     2019,05687090475000E-012,92287544451000E-013,07081236005000E-014,87717266527153E-0
     202-6,64104165414000E-09,36449366750000E-027,41752171089000E-014,98128357584652E-0
     2034,21718760367000E-015,49156876139000E-017,21512309350000E-014,99182244969858E-0
     2045,10974923835000E-013,42053987222000E-017,88608709714000E-015,02819394472852E-0
     205-5,36931636182000E-05,53242440272000E-01-6,36888703267000E-05,08733538967906E-0
     206-7,22525267651000E-06,42664044179000E-01-2,54833600464000E-04,56254601653825E-0
     207-7,44364394004000E-0-5,57967230476000E-0-3,66870847375000E-04,98128851418991E-0
     2082,44030397250000E-02-3,06627879343000E-0-9,51516597470000E-05,33869289224486E-0
     209-6,67550339841000E-0-7,14500490298000E-0-2,09441144816000E-05,17069846813249E-0
     210-3,99046339430000E-06,52147684247000E-016,44566068699000E-014,86732750523134E-0
     2115,82510460902000E-011,13836890298000E-018,04812229869000E-014,70028341446203E-0
     2123,49598487784000E-01-2,31939976002000E-09,07736054628000E-015,35418348761299E-0
     2136,97421911385000E-012,57576850254000E-016,68772639791000E-014,96032057647678E-0
     214-3,27334648581000E-08,09027560376000E-014,88186884697000E-015,09149675556107E-0
     2158,05506306337000E-014,56260000285000E-01-3,78135428903000E-04,80876181950877E-0
     2169,29096429804000E-01-1,96881149254000E-03,13077685558000E-014,90911252730886E-0
     217-7,22132109986000E-05,06605843438000E-014,71036872359000E-014,98533067670839E-0
     2189,85866732068000E-01-4,09307371780000E-01,62454490106000E-014,24612285320501E-0
     2195,84051011385000E-01-1,50092254672000E-07,97719707157000E-014,99050101334469E-0
     220-9,87294757303000E-01,58896510213000E-01-9,80431086000000E-04,73061013882418E-0
     2213,37735737205000E-018,92923270495000E-01-2,97695490097000E-05,05686985531672E-0
     2222,28252187232000E-018,27847917608000E-01-5,12414641024000E-04,82247141119198E-0
     223-7,37073364602000E-0-6,75781981376000E-06,44739031700000E-035,01511151446292E-0
     2244,28573476715000E-01-8,31506217980000E-03,53443325749000E-014,64639176707073E-0
     225-2,28237248713000E-08,17903932561000E-01-5,28148573226000E-05,01548434656034E-0
     226-2,89869084977000E-0-6,83225732012000E-06,70207813064000E-014,46134015446440E-0
     227-4,48064963628000E-07,40908898017000E-01-5,00291708114000E-04,82009984761640E-0
     2287,92091013230000E-01-5,97855915620000E-0-1,23126483418000E-04,58629867293811E-0
     2292,74435583603000E-01-6,10550759251000E-07,42908393297000E-015,21144149423101E-0
     230-6,34370737156000E-01,12999100102000E-01-7,64725422107000E-04,82701390759598E-0
     231-8,92365595000000E-02,81680330150000E-02-4,50433354423000E-04,88283062211111E-0
     232-4,31532021302000E-0-8,36033486304000E-03,38862987607000E-014,73328597158639E-0
     233-3,38901042715000E-0-9,36378412906000E-0-9,13320923340000E-05,13062324843562E-0
     234-6,78734376147000E-06,69906487095000E-013,00906871280000E-015,06529443397603E-0
     2356,19261568819000E-012,79636058852000E-01-7,33702108470000E-04,74961633891968E-0
     236-9,88280332485000E-0-6,96431728600000E-01,52490926639000E-015,17761759511140E-0
     237-1,58994329306000E-04,10577979910000E-018,97856628678000E-014,87929009295546E-0
     238-1,33807768589000E-0-1,85328351961000E-09,73523950925000E-014,72357767374192E-0
     239-6,20177402660000E-0-6,85986473683000E-03,80529298679000E-014,80853487219283E-0
     2404,45931669481000E-01-6,26123931499000E-0-6,39620018885000E-05,14603791291957E-0
     241-5,51533540717000E-06,79600502101000E-014,83687823920000E-014,73330146934127E-0
     242-2,61073171824000E-09,57342095758000E-01-1,23842281325000E-04,92448122703775E-0
     243-4,70427370241000E-08,24484539919000E-013,14520798617000E-014,96841222370957E-0
     244-7,82730604963000E-01,90484296156000E-01-5,92493487704000E-05,19420778098042E-0
     2457,23484353670000E-024,12938008445000E-019,07880997203000E-015,17103855297206E-0
     2464,82272377601000E-014,67678962612000E-01-7,40735946025000E-04,95168126252097E-0
     2473,71116103408000E-011,91116857559000E-019,08706324699000E-015,07000003747395E-0
     2481,74953578941000E-013,33033195933000E-01-9,26542031223000E-05,07052016270927E-0
     2495,31758433895000E-01-4,39540952900000E-0-7,23903804869000E-03,90760105598655E-0
     2505,69642452050000E-017,82989761354000E-01-2,49868986543000E-04,89208089475600E-0
     2519,76653070479000E-011,80372306303000E-011,16681665411000E-014,85360612574389E-0
     2524,71643932659000E-01-2,61955350580000E-0-8,41980638191000E-05,31612770404355E-0
     253-8,66324523585000E-0-8,33562580030000E-04,92476957924000E-014,78615979387545E-0
     254-8,11680830332000E-01,22766208054000E-015,71054014810000E-014,99756587664545E-0
     255-8,11817725810000E-02,14083394246000E-019,73436089381000E-014,64494411987664E-0
     2569,02912404580000E-01-4,28804102059000E-0-2,96012113330000E-04,81694057116630E-0
